timestamp,open,high,low,close,volume
2026-03-11 19:00:00,87.76,87.81,86.98,87.25,917919.52
2026-03-11 20:00:00,87.25,87.4,86.97,87.25,496885.95
2026-03-11 21:00:00,87.25,87.57,87.09,87.49,344725.91
2026-03-11 22:00:00,87.5,87.9,86.78,87.01,627089.41
2026-03-11 23:00:00,87.01,87.17,86.4,86.52,570144.58
2026-03-12 00:00:00,86.52,86.73,86.32,86.62,388214.23
2026-03-12 01:00:00,86.61,86.65,85.88,85.99,726214.08
2026-03-12 02:00:00,85.98,86.1,85.1,85.15,1196920.19
2026-03-12 03:00:00,85.14,85.36,84.63,84.94,1038139.69
2026-03-12 04:00:00,84.94,85.35,84.82,85.04,802832.63
2026-03-12 05:00:00,85.03,85.26,84.82,85.08,443046.66
2026-03-12 06:00:00,85.08,85.36,84.91,85.32,418214.54
2026-03-12 07:00:00,85.32,85.86,84.93,85.77,935502.06
2026-03-12 08:00:00,85.77,86.13,85.34,85.9,906424.8
2026-03-12 09:00:00,85.9,86.67,85.4,86.15,831572.38
2026-03-12 10:00:00,86.15,87.02,85.98,86.72,1210388.47
2026-03-12 11:00:00,86.71,87.1,86.58,86.75,912199.71
2026-03-12 12:00:00,86.75,87.46,86.51,87.2,1252744.87
2026-03-12 13:00:00,87.21,87.66,86.3,86.7,2022282.92
2026-03-12 14:00:00,86.7,87.63,85.13,85.47,2531754.15
2026-03-12 15:00:00,85.48,86.98,85.03,86.53,2026174.95
2026-03-12 16:00:00,86.52,87.05,85.73,86.77,1613294.05
2026-03-12 17:00:00,86.76,86.96,86.27,86.56,892278.64
2026-03-12 18:00:00,86.55,86.77,85.75,85.82,755561.6
2026-03-12 19:00:00,85.82,86.92,85.61,86.75,804080.22
2026-03-12 20:00:00,86.75,86.92,86.37,86.41,525059.82
2026-03-12 21:00:00,86.41,86.66,86.11,86.49,341259.02
2026-03-12 22:00:00,86.49,86.57,85.9,86.24,489130.57
2026-03-12 23:00:00,86.25,87.18,86.22,86.8,881513.74
2026-03-13 00:00:00,86.79,91.15,86.66,89.75,5177718.27
2026-03-13 01:00:00,89.74,90.72,89.73,90.45,1453839.24
2026-03-13 02:00:00,90.45,90.56,88.89,89.05,1154901.11
2026-03-13 03:00:00,89.05,89.95,88.84,89.66,1018953.95
2026-03-13 04:00:00,89.66,89.71,89.16,89.3,442214.7
2026-03-13 05:00:00,89.3,89.43,88.85,89.04,765628.97
2026-03-13 06:00:00,89.04,89.19,88.21,88.38,910066.43
2026-03-13 07:00:00,88.37,88.93,88.1,88.62,1042887.59
2026-03-13 08:00:00,88.62,89.62,88.27,89.1,1105410.15
2026-03-13 09:00:00,89.09,89.6,88.72,89.47,704213.64
2026-03-13 10:00:00,89.46,90.26,89.41,90.14,1351585.57
2026-03-13 11:00:00,90.14,90.41,89.92,90.27,843904.58
2026-03-13 12:00:00,90.27,91.36,90.08,90.94,1387433.37
2026-03-13 13:00:00,90.95,92.29,90.88,91.83,2969288.65
2026-03-13 14:00:00,91.82,93.38,90.42,90.67,4058854.03
2026-03-13 15:00:00,90.66,91.21,89.24,89.42,2357088.68
2026-03-13 16:00:00,89.43,89.91,88.76,89.55,1791749.7
2026-03-13 17:00:00,89.56,90.14,88.52,88.82,1526137.26
2026-03-13 18:00:00,88.83,89.08,88.3,88.77,1194861.7
2026-03-13 19:00:00,88.76,89.0,88.3,88.86,919401.37
2026-03-13 20:00:00,88.86,89.06,88.48,88.84,683066.53
2026-03-13 21:00:00,88.84,89.09,88.24,88.53,509743.73
2026-03-13 22:00:00,88.52,88.61,87.68,87.97,960928.26
2026-03-13 23:00:00,87.96,88.21,87.75,88.12,385291.1
2026-03-14 00:00:00,88.11,88.33,87.79,87.89,489478.88
2026-03-14 01:00:00,87.88,88.33,87.75,88.19,439669.85
2026-03-14 02:00:00,88.19,88.28,87.93,88.18,236784.34
2026-03-14 03:00:00,88.18,88.57,88.17,88.35,450142.49
2026-03-14 04:00:00,88.35,88.66,88.16,88.2,461409.08
2026-03-14 05:00:00,88.2,88.35,87.83,88.03,553314.35
2026-03-14 06:00:00,88.02,88.05,86.87,87.2,1117172.4
2026-03-14 07:00:00,87.2,87.38,87.11,87.27,366247.24
2026-03-14 08:00:00,87.27,87.51,87.01,87.08,410260.54
2026-03-14 09:00:00,87.09,87.26,86.56,86.78,605017.16
2026-03-14 10:00:00,86.79,86.88,86.41,86.6,582525.49
2026-03-14 11:00:00,86.61,86.96,86.58,86.9,484615.4
2026-03-14 12:00:00,86.9,87.07,86.74,87.04,516965.0
2026-03-14 13:00:00,87.05,87.31,86.96,87.04,470622.97
2026-03-14 14:00:00,87.04,87.18,86.57,86.66,501222.51
2026-03-14 15:00:00,86.65,86.87,86.57,86.67,299611.17
2026-03-14 16:00:00,86.67,87.07,86.57,87.01,370203.82
2026-03-14 17:00:00,87.01,87.04,86.77,86.82,221405.09
2026-03-14 18:00:00,86.82,87.06,86.73,86.98,207747.06
2026-03-14 19:00:00,86.97,87.03,86.84,86.95,171697.32
2026-03-14 20:00:00,86.96,87.1,86.82,87.02,209036.54
2026-03-14 21:00:00,87.02,87.29,86.8,87.22,220991.0
2026-03-14 22:00:00,87.22,87.41,87.15,87.25,268532.07
2026-03-14 23:00:00,87.26,88.12,87.25,87.99,817996.88
2026-03-15 00:00:00,88.0,88.16,87.62,87.7,455938.67
2026-03-15 01:00:00,87.7,87.86,87.51,87.62,376521.98
2026-03-15 02:00:00,87.63,88.59,87.63,88.24,892847.27
2026-03-15 03:00:00,88.24,88.38,87.64,87.79,487114.56
2026-03-15 04:00:00,87.8,88.28,87.79,88.27,494747.33
2026-03-15 05:00:00,88.27,88.59,88.05,88.25,596018.25
2026-03-15 06:00:00,88.25,88.54,88.07,88.31,425928.94
2026-03-15 07:00:00,88.31,88.49,88.06,88.17,292238.07
2026-03-15 08:00:00,88.18,88.48,88.09,88.43,317494.12
2026-03-15 09:00:00,88.44,88.83,88.36,88.49,581167.72
2026-03-15 10:00:00,88.49,88.66,88.33,88.42,237607.88
2026-03-15 11:00:00,88.43,88.63,88.18,88.51,387119.1
2026-03-15 12:00:00,88.51,88.52,88.13,88.22,321118.45
2026-03-15 13:00:00,88.23,88.35,87.31,87.8,1174839.1
2026-03-15 14:00:00,87.8,87.96,87.51,87.93,497417.94
2026-03-15 15:00:00,87.93,88.08,87.71,87.86,281935.91
2026-03-15 16:00:00,87.86,88.0,87.41,87.5,455607.2
2026-03-15 17:00:00,87.51,88.77,87.45,88.37,674857.96
2026-03-15 18:00:00,88.38,88.65,87.78,87.85,648107.38
2026-03-15 19:00:00,87.86,88.24,87.75,88.14,348858.85
2026-03-15 20:00:00,88.13,88.99,87.92,88.7,671571.34
2026-03-15 21:00:00,88.7,90.26,88.5,89.97,1611512.03
2026-03-15 22:00:00,89.97,92.93,89.8,92.63,3295637.59
2026-03-15 23:00:00,92.62,93.23,91.56,92.28,2219387.52
2026-03-16 00:00:00,92.28,93.09,91.85,91.99,1422431.88
2026-03-16 01:00:00,91.99,92.23,91.47,92.09,942085.39
