open_time,open,high,low,close,volume,quote_volume,trades
2025-12-19 18:00:00,123.62,125.33,123.55,124.77,913863.77,113594694.542,128356
2025-12-19 19:00:00,124.77,126.62,124.75,126.22,919272.15,115800439.4986,141854
2025-12-19 20:00:00,126.22,127.86,126.05,127.15,1009050.07,128063986.7699,152259
2025-12-19 21:00:00,127.15,127.34,126.41,126.74,482936.81,61242988.8771,71624
2025-12-19 22:00:00,126.74,127.29,126.71,126.8,345838.74,43905469.545,54716
2025-12-19 23:00:00,126.8,126.8,126.08,126.22,397425.3,50235006.8919,47110
2025-12-20 00:00:00,126.23,126.3,125.55,125.74,407085.55,51267771.1755,55489
2025-12-20 01:00:00,125.75,125.96,125.45,125.52,281083.23,35340786.2692,45111
2025-12-20 02:00:00,125.52,126.13,125.2,125.77,347523.99,43670367.3116,49153
2025-12-20 03:00:00,125.77,126.44,125.45,126.15,348582.65,43936147.9969,47294
2025-12-20 04:00:00,126.16,126.37,125.81,126.21,287563.89,36267601.8099,43277
2025-12-20 05:00:00,126.2,126.62,126.01,126.32,304648.1,38495887.3697,46023
2025-12-20 06:00:00,126.32,126.6,126.17,126.21,170324.25,21523230.883,38439
2025-12-20 07:00:00,126.22,126.32,125.84,126.12,284542.27,35868051.4349,40949
2025-12-20 08:00:00,126.13,126.87,126.06,126.41,377834.19,47816364.4368,52597
2025-12-20 09:00:00,126.42,126.71,126.18,126.21,226559.65,28656395.0183,32288
2025-12-20 10:00:00,126.22,126.36,125.94,125.99,277463.95,34991648.1092,35088
2025-12-20 11:00:00,126.0,126.49,125.82,126.42,318211.87,40133400.1528,39908
2025-12-20 12:00:00,126.43,126.43,126.03,126.23,169476.5,21391107.0518,28457
2025-12-20 13:00:00,126.24,126.36,125.36,126.06,755715.66,95024502.433,80002
2025-12-20 14:00:00,126.07,126.34,125.51,126.29,305140.78,38434323.4799,46541
2025-12-20 15:00:00,126.3,126.6,125.9,126.5,319752.43,40386864.3672,40577
2025-12-20 16:00:00,126.51,126.65,126.05,126.25,268602.6,33936062.3864,34945
2025-12-20 17:00:00,126.25,126.41,125.92,125.97,184308.29,23249228.017,29818
2025-12-20 18:00:00,125.97,126.1,125.69,125.97,273157.44,34375371.1146,35022
2025-12-20 19:00:00,125.97,126.15,125.72,125.99,137084.31,17268797.0428,26648
2025-12-20 20:00:00,126.0,126.39,125.87,126.36,161333.02,20348471.6072,23592
2025-12-20 21:00:00,126.37,126.49,126.17,126.26,178079.45,22493691.4081,27027
