timestamp,open,high,low,close,volume
2025-12-22 00:00:00,126.03,128.56,125.99,126.26,277034.915
2025-12-22 01:00:00,126.25,127.33,125.8,126.03,104004.97
2025-12-22 02:00:00,126.02,126.06,124.5,125.23,164700.388
2025-12-22 03:00:00,125.23,126.54,124.93,126.02,87742.517
2025-12-22 04:00:00,126.02,126.73,125.82,126.53,78084.283
2025-12-22 05:00:00,126.53,126.7,126.07,126.33,37107.494
2025-12-22 06:00:00,126.33,126.56,125.74,125.74,36998.281
2025-12-22 07:00:00,125.74,126.51,125.56,126.31,57855.394
2025-12-22 08:00:00,126.3,127.38,125.61,125.64,101706.766
2025-12-22 09:00:00,125.64,126.38,125.49,126.23,78994.638
2025-12-22 10:00:00,126.23,126.91,125.88,126.72,71895.198
2025-12-22 11:00:00,126.72,127.46,126.37,127.01,71145.572
2025-12-22 12:00:00,127.0,127.72,126.68,126.99,105964.452
2025-12-22 13:00:00,126.99,127.14,126.32,127.02,83423.587
2025-12-22 14:00:00,127.03,128.3,126.51,127.84,239807.599
2025-12-22 15:00:00,127.85,128.78,126.45,128.07,170653.369
2025-12-22 16:00:00,128.07,128.37,127.13,127.24,139465.013
2025-12-22 17:00:00,127.23,127.31,126.46,126.91,107949.539
2025-12-22 18:00:00,126.91,127.5,126.34,126.51,68714.562
2025-12-22 19:00:00,126.5,126.51,124.64,124.66,228074.519
2025-12-22 20:00:00,124.66,125.29,124.2,124.43,148023.699
2025-12-22 21:00:00,124.43,125.59,124.35,125.16,82820.408
2025-12-22 22:00:00,125.16,126.03,125.0,125.86,75228.808
2025-12-22 23:00:00,125.87,125.97,125.43,125.93,50193.175
2025-12-23 00:00:00,125.93,126.93,125.78,126.73,80459.736
2025-12-23 01:00:00,126.73,126.81,125.93,126.2,36598.014
2025-12-23 02:00:00,126.19,126.63,125.47,125.64,59157.232
2025-12-23 03:00:00,125.64,126.15,124.9,125.63,97454.636
2025-12-23 04:00:00,125.62,126.08,125.41,125.43,39430.56
2025-12-23 05:00:00,125.42,125.52,124.58,124.99,56766.792
2025-12-23 06:00:00,124.99,125.28,124.14,124.34,106141.244
2025-12-23 07:00:00,124.34,124.62,123.77,124.19,132272.982
2025-12-23 08:00:00,124.19,124.64,124.02,124.19,77054.277
