entry_time,exit_time,direction,entry_price,exit_price,pnl,pnl_pct,exit_reason
2026-02-28T00:00:00,2026-02-28T04:00:00,long,81.74,78.22395012432618,-6.452256928689409,-4.301504619126273,stop_loss
2026-03-06T20:00:00,2026-03-08T00:00:00,long,84.7,82.52217634199661,-3.8543420369977133,-2.571220375446742,stop_loss
