entry_time,exit_time,direction,entry_price,exit_price,size_usd,pnl,pnl_pct,exit_reason
2024-08-09 13:00:00,2024-08-10 05:00:00,long,155.3,154.01,6459.096850872043,-62.695246458091866,-0.8306503541532648,rsi_target
2024-08-16 08:00:00,2024-08-16 12:00:00,short,143.73,139.2,7093.629524219889,213.64188008483637,3.1517428511792955,rsi_target
2024-08-29 11:00:00,2024-08-29 18:00:00,short,145.63,139.72,9499.19555946324,372.2003074048838,4.058229760351574,take_profit
2024-08-31 05:00:00,2024-08-31 08:00:00,short,137.66,135.92,9866.646269088393,110.8994985663962,1.263983728025577,rsi_target
2024-09-07 10:00:00,2024-09-07 15:00:00,short,126.88,128.84,9972.612444520244,-168.01525445306413,-1.5447667087011412,stop_loss
2024-09-14 17:00:00,2024-09-14 22:00:00,long,136.93,137.16,9799.61088384492,2.7408566247673427,0.16796903527348991,rsi_target
2024-09-20 20:00:00,2024-09-21 07:00:00,long,146.64,147.45,7621.741919111241,31.430017904079797,0.552373158756139,rsi_target
2024-10-15 12:00:00,2024-10-15 13:00:00,long,153.52,158.55,9825.071081972288,308.1580553987394,3.2764460656591976,rsi_target
2024-10-25 11:00:00,2024-10-25 17:00:00,long,173.65,167.94,9989.02656823896,-342.446150035411,-3.288223437949904,stop_loss
2024-10-26 12:00:00,2024-10-26 20:00:00,short,169.02,172.54,7947.902168880045,-176.64957891891703,-2.0825937758844995,stop_loss
2024-12-11 07:00:00,2024-12-11 11:00:00,short,218.44,224.79,6086.050560862394,-185.44054522888146,-2.906976744186044,stop_loss
2024-12-21 01:00:00,2024-12-21 12:00:00,short,195.36,187.13,4912.512260052981,200.07362892640558,4.212735462735472,take_profit
2024-12-22 11:00:00,2024-12-22 14:00:00,short,186.69,179.14,6471.442505463662,252.65400329084426,4.044137339975366,rsi_target
2025-01-07 05:00:00,2025-01-07 12:00:00,long,216.51,213.49,9858.804492832332,-151.31832817603734,-1.3948547411204941,stop_loss
2025-01-10 09:00:00,2025-01-10 15:00:00,short,191.99,187.28,8099.10379484813,187.35274316960627,2.4532527735819616,rsi_target
2025-01-14 01:00:00,2025-01-14 08:00:00,short,182.63,186.88,5303.475544853835,-130.8425466784653,-2.3271094562777197,stop_loss
2025-01-28 07:00:00,2025-01-28 16:00:00,short,238.74,234.38,6056.469141250739,102.12748360542105,1.8262545028064059,rsi_target
2025-01-29 11:00:00,2025-01-29 14:00:00,short,231.99,227.78,9594.056626518548,160.67487013294843,1.8147333936807655,rsi_target
2025-02-09 19:00:00,2025-02-10 00:00:00,long,199.08,203.99,8748.953937732085,203.53086891888344,2.466345187864173,rsi_target
2025-02-27 08:00:00,2025-02-27 19:00:00,short,139.55,136.29,5171.275257606867,113.56535501769854,2.3360802579720668,rsi_target
2025-03-03 09:00:00,2025-03-03 18:00:00,long,159.93,148.88,4007.119087288638,-282.4727561584543,-6.9092728068530045,stop_loss
2025-03-11 08:00:00,2025-03-12 03:00:00,short,124.11,122.53,4440.3319554750215,50.311812513567965,1.2730642172266524,rsi_target
2025-03-19 05:00:00,2025-03-19 11:00:00,short,125.78,128.69,10081.0942002583,-247.34603404884325,-2.313563364604863,stop_loss
2025-03-20 13:00:00,2025-03-20 16:00:00,long,130.69,127.04,9241.106465765424,-271.0295117121353,-2.792868620399412,stop_loss
2025-03-25 03:00:00,2025-03-25 09:00:00,long,138.57,142.85,8314.374425270393,245.1652632633592,3.0886916359962484,rsi_target
